qid,rid,match
Q05565,R187512,0
Q20358,R504953,0
Q22638,R088174,1
Q23604,R630737,0
Q03170,R360877,1
Q15929,R965930,1
Q28197,R003215,1
Q01195,R997768,0
Q09616,R341248,0
Q13928,R671624,0
Q05201,R407005,0
Q01163,R675468,0
Q29836,R004862,1
Q18892,R156360,0
Q17897,R589012,0
Q24991,R249036,1
Q10408,R917192,1
Q09142,R391155,1
Q27396,R002408,1
Q11792,R221340,0
Q28942,R003964,1
Q27942,R002958,1
Q26361,R001369,1
Q16430,R234551,1
Q15629,R226023,1
Q27132,R002143,1
Q07457,R885409,0
Q17917,R877783,0
Q18130,R985563,1
Q30406,R005435,1
Q20595,R755446,0
Q25563,R000567,1
Q27502,R002514,1
Q28274,R003292,1
Q28639,R003658,1
Q04864,R121755,0
Q21928,R670631,1
Q19529,R083455,0
Q06249,R056423,0
Q18357,R014220,1
Q26108,R001115,1
Q29081,R004103,1
Q29819,R004845,1
Q29749,R004775,1
Q15691,R550877,1
Q05250,R725798,0
Q10697,R944441,1
Q28043,R003060,1
Q19303,R487071,1
Q07292,R438267,0
Q12046,R361367,0
Q25855,R000861,1
Q30383,R005412,1
Q21314,R882263,0
Q29021,R004043,1
Q18570,R039238,0
Q29794,R004820,1
Q04400,R950561,0
Q25801,R000806,1
Q11008,R785206,0
Q15193,R604609,0
Q09130,R916484,1
Q06789,R518632,0
Q08810,R282756,0
Q22000,R998709,0
Q25019,R000019,1
Q28929,R003951,1
Q18068,R006184,0
Q00432,R433723,0
Q20508,R732498,0
Q19090,R175131,0
Q04195,R239111,0
Q09770,R964667,0
Q02202,R233853,0
Q02427,R631677,0
Q08184,R170631,0
Q25730,R000734,1
Q24859,R141945,0
Q30329,R005358,1
Q12161,R969181,0
Q05074,R608457,0
Q12271,R598339,1
Q22697,R273357,0
Q07754,R286343,1
Q24111,R951435,1
Q22063,R263222,0
Q02027,R899745,0
Q22924,R476519,0
Q22474,R158396,1
Q23259,R750009,0
Q18595,R031096,1
Q05940,R537115,0
Q19226,R719848,1
Q24719,R551168,0
Q17984,R186884,0
Q12740,R300375,0
Q18295,R959629,0
Q06081,R797169,0
Q19844,R478775,0
Q28832,R003852,1
Q00472,R431059,1
Q21104,R689077,0
Q24242,R936430,1
Q18443,R564899,1
Q28522,R003541,1
Q13805,R884095,0
Q25272,R000275,1
Q13837,R078520,1
Q11477,R446071,0
Q03839,R848830,0
Q24802,R605483,0
Q16365,R574025,0
Q29445,R004469,1
Q29787,R004813,1
Q08852,R245704,0
Q22647,R055449,1
Q18134,R313443,1
Q10739,R172437,1
Q13523,R637961,0
Q13041,R640330,0
Q10899,R845867,0
Q25605,R000609,1
Q01788,R628395,0
Q04707,R242977,0
Q21766,R590034,0
Q13769,R510561,0
Q28470,R003489,1
Q25765,R000769,1
Q03150,R453894,0
Q04255,R838272,0
Q16055,R803474,0
Q24693,R039446,0
Q12444,R404216,1
Q14434,R178847,1
Q09337,R726273,0
Q03935,R411888,0
Q11636,R469107,0
Q27337,R002349,1
Q22496,R569679,1
Q17333,R561565,0
Q09506,R718350,0
Q29028,R004050,1
Q04079,R038735,1
Q15950,R672222,0
Q16993,R856354,0
Q28821,R003841,1
Q05960,R288673,0
Q03491,R895141,0
Q22592,R876426,0
Q28196,R003214,1
Q11436,R132941,0
Q30068,R005096,1
Q30063,R005091,1
Q30225,R005253,1
Q09129,R350371,0
Q28065,R003082,1
Q29165,R004187,1
Q14144,R480448,0
Q05776,R396651,0
Q10350,R449366,0
Q30098,R005126,1
Q18866,R042867,0
Q12908,R714265,0
Q23994,R023821,0
Q02361,R157801,0
Q20394,R142660,0
Q28688,R003707,1
Q25584,R000588,1
Q09901,R626992,1
Q15798,R135695,0
Q07134,R070173,0
Q29095,R004117,1
Q26545,R001553,1
Q28751,R003771,1
Q14406,R266563,0
Q02110,R192718,0
Q27047,R002056,1
Q27681,R002695,1
Q22791,R537507,0
Q26611,R001619,1
Q30418,R005447,1
Q07294,R878174,0
Q30006,R005033,1
Q27362,R002374,1
Q13331,R419829,0
Q22335,R477654,0
Q04172,R756865,1
Q27541,R002553,1
Q02431,R372918,1
Q23799,R640048,1
Q24537,R354257,1
Q19074,R359533,0
Q04162,R687510,1
Q28517,R003536,1
Q14126,R644649,1
Q28290,R003308,1
Q09045,R165889,1
Q24133,R379545,1
Q05926,R941388,0
Q22221,R394490,0
Q24813,R010047,1
Q08096,R534141,0
Q02940,R515748,0
Q20001,R599812,0
Q28194,R003212,1
Q08382,R146785,0
Q02245,R712920,0
Q16037,R003204,0
Q17444,R990455,0
Q27484,R002496,1
Q21349,R748768,0
Q07187,R414137,0
Q21868,R095626,0
Q03428,R955251,0
Q28156,R003174,1
Q27978,R002995,1
Q06182,R512779,0
Q25134,R000136,1
Q10053,R196707,0
Q07055,R419659,0
Q27367,R002379,1
Q25414,R000418,1
Q28322,R003340,1
Q22632,R440190,1
Q15899,R859848,0
Q30328,R005357,1
Q25611,R000615,1
Q30584,R005614,1
Q27134,R002145,1
Q13923,R219777,0
Q13672,R774150,0
Q04051,R505873,0
Q17386,R397917,0
Q29085,R004107,1
Q21273,R388543,1
Q11627,R963822,0
Q08663,R286912,0
Q07358,R083564,0
Q11445,R214029,1
Q10309,R627493,1
Q26423,R001431,1
Q19112,R370759,0
Q18124,R939708,0
Q26556,R001564,1
Q00194,R470404,0
Q28019,R003036,1
Q06299,R585853,0
Q03176,R848906,1
Q30528,R005558,1
Q17802,R713796,1
Q11829,R019135,0
Q15333,R245684,0
Q01647,R650339,1
Q11808,R568527,1
Q03477,R644610,0
Q28506,R003525,1
Q09262,R199552,1
Q17440,R641721,0
Q04887,R772670,0
Q11609,R720364,0
Q28837,R003857,1
Q05109,R022318,0
Q18474,R725177,0
Q16338,R280794,1
Q17261,R190771,0
Q24717,R194589,1
Q04581,R250330,0
Q14107,R403595,1
Q17784,R977837,1
Q27468,R002480,1
Q24109,R064965,0
Q03379,R820577,0
Q19228,R604252,0
Q28496,R003515,1
Q06203,R738612,0
Q20437,R156850,0
Q09615,R366026,0
Q14130,R536977,0
Q09329,R293507,0
Q15161,R724675,1
Q10088,R790004,0
Q29442,R004466,1
Q17597,R449483,1
Q18453,R407862,0
Q23059,R238472,1
Q00864,R056111,0
Q14931,R828207,0
Q29417,R004441,1
Q10292,R352347,0
Q27431,R002443,1
Q17391,R501551,0
Q09299,R431845,0
Q18551,R261139,0
Q13762,R906482,0
Q22089,R907568,0
Q27147,R002159,1
Q08838,R284830,0
Q14368,R701012,1
Q08972,R628146,1
Q03958,R897648,0
Q21742,R706891,0
Q05007,R072319,1
Q10827,R507883,1
Q28040,R003057,1
Q09229,R894690,0
Q22957,R813272,1
Q07987,R902285,1
Q20221,R875279,0
Q19689,R378369,0
Q20503,R170032,0
Q15416,R383378,1
Q18567,R390168,0
Q14423,R903757,0
Q29107,R004129,1
Q26520,R001528,1
Q23229,R131509,0
Q25167,R000169,1
Q03033,R040385,0
Q14965,R702652,0
Q30603,R005633,1
Q17257,R060380,0
Q26878,R001887,1
Q07766,R057028,0
Q13642,R720456,0
Q01763,R282810,0
Q14821,R799103,1
Q17222,R214661,0
Q02656,R514524,0
Q04701,R766045,0
Q27561,R002573,1
Q21213,R191506,0
Q01060,R492314,0
Q27261,R002273,1
Q01935,R572228,1
Q29705,R004731,1
Q24062,R267088,0
Q05743,R115318,1
Q15595,R203713,0
Q19097,R347382,0
Q05833,R615950,1
Q05326,R512217,0
Q04286,R136513,0
Q24398,R435927,0
Q12849,R006910,0
Q29347,R004371,1
Q09870,R914496,1
Q08422,R079165,0
Q04268,R156351,0
Q05707,R486753,0
Q14419,R266852,0
Q09074,R386028,1
Q24506,R399578,0
Q18495,R504091,1
Q08842,R364120,1
Q05057,R554727,0
Q29683,R004709,1
Q24283,R906829,0
Q15417,R178168,0
Q05858,R611980,0
Q30618,R005648,1
Q19535,R475599,1
Q16369,R818338,0
Q26808,R001817,1
Q06856,R461329,0
Q19920,R043886,0
Q10301,R773246,1
Q03721,R753315,1
Q24954,R173760,0
Q28234,R003252,1
Q20586,R041535,1
Q13439,R234826,0
Q30183,R005211,1
Q22491,R841156,0
Q06776,R885047,0
Q22597,R186181,0
Q13696,R837768,1
Q17607,R624100,0
Q08456,R738279,0
Q11307,R576442,0
Q22157,R278406,1
Q14701,R768043,1
Q06913,R951791,0
Q19972,R840501,0
Q30289,R005317,1
Q05653,R919804,1
Q10574,R954998,1
Q02501,R578491,0
Q28559,R003578,1
Q13716,R884831,0
Q07304,R127144,1
Q17396,R238110,0
Q10688,R496918,0
Q25183,R000186,1
Q15740,R141878,0
Q28886,R003906,1
Q23750,R265506,1
Q28357,R003375,1
Q08820,R711082,0
Q25526,R000530,1
Q22436,R204378,1
Q27395,R002407,1
Q26745,R001754,1
Q24231,R280970,1
Q06922,R333469,1
Q11559,R901123,1
Q14242,R806646,0
Q08530,R547594,1
Q24560,R139461,1
Q03606,R888691,0
Q20751,R791692,1
Q13772,R528940,0
Q05063,R141418,1
Q16113,R571805,1
Q21156,R725034,0
Q19199,R560737,1
Q11852,R007658,0
Q14219,R592416,0
Q22406,R745570,0
Q19661,R851843,1
Q20775,R926028,0
Q25839,R000844,1
Q02163,R398596,0
Q24150,R002039,0
Q04503,R198713,1
Q22961,R078736,0
Q04842,R521593,0
Q28513,R003532,1
Q25470,R000474,1
Q13122,R117563,0
Q16310,R674114,0
Q21997,R773055,0
Q19392,R193506,1
Q24937,R214679,0
Q17634,R977125,1
Q25307,R000310,1
Q04949,R750784,1
Q26798,R001807,1
Q09234,R991125,0
Q20351,R769480,0
Q27742,R002756,1
Q26484,R001492,1
Q16704,R999836,0
Q08990,R149494,1
Q06463,R113350,0
Q24347,R200686,0
Q01355,R608196,0
Q08676,R419723,1
Q21489,R616782,0
Q08010,R166475,0
Q16981,R782246,0
Q09438,R472424,1
Q26849,R001858,1
Q18202,R325591,0
Q17746,R821836,0
Q26016,R001022,1
Q20816,R348669,1
Q20370,R999652,0
Q11163,R903589,0
Q11919,R487996,0
Q25529,R000533,1
Q12327,R370598,0
Q02859,R085551,0
Q22466,R559602,0
Q11241,R964778,0
Q28345,R003363,1
Q28549,R003568,1
Q02750,R582932,0
Q27688,R002702,1
Q11870,R416650,0
Q30473,R005502,1
Q05623,R641238,0
Q00770,R174933,1
Q24760,R670923,0
Q00484,R052602,0
Q24434,R524895,1
Q16207,R449418,1
Q11784,R014474,1
Q10019,R960769,0
Q00571,R259667,1
Q16017,R787221,1
Q27777,R002791,1
Q15397,R974692,1
Q25140,R000142,1
Q27567,R002579,1
Q05122,R221229,0
Q17903,R736837,1
Q30096,R005124,1
Q18404,R015032,0
Q29048,R004070,1
Q01568,R402299,0
Q16163,R397999,0
Q21628,R713247,0
Q14849,R470413,0
Q18008,R856639,1
Q03865,R578291,0
Q16727,R592005,0
Q15527,R792254,1
Q28072,R003089,1
Q17429,R578815,0
Q02353,R124118,0
Q13086,R243110,0
Q11075,R419142,0
Q27169,R002181,1
Q20348,R887860,0
Q08276,R142776,0
Q23117,R716320,1
Q27308,R002320,1
Q26853,R001862,1
Q21052,R058760,0
Q04752,R935601,1
Q27467,R002479,1
Q16318,R761931,0
Q18809,R512708,0
Q08912,R661732,1
Q03090,R334559,1
Q07303,R201895,0
Q00009,R771622,0
Q18912,R738713,0
Q27879,R002894,1
Q20783,R704154,0
Q27756,R002770,1
Q02066,R423038,0
Q26298,R001305,1
Q12722,R236348,1
Q14715,R955028,0
Q06082,R250036,0
Q10941,R785918,1
Q26250,R001257,1
Q13495,R593785,1
Q24218,R148288,0
Q29424,R004448,1
Q22472,R426084,1
Q01879,R108434,0
Q16128,R826181,0
Q06369,R982998,0
Q21525,R918019,1
Q10360,R707217,1
Q06000,R057292,0
Q29676,R004702,1
Q18986,R896612,0
Q23313,R820887,0
Q04048,R595834,0
Q24455,R980645,0
Q01757,R503512,1
Q26949,R001958,1
Q01227,R498423,0
Q03761,R784979,1
Q27389,R002401,1
Q25606,R000610,1
Q13453,R288058,0
Q27636,R002648,1
Q17265,R726877,0
Q22262,R167856,0
Q19597,R091785,1
Q03460,R885756,1
Q12830,R570918,1
Q25180,R000183,1
Q29854,R004880,1
Q00118,R110458,0
Q06792,R478146,0
Q29050,R004072,1
Q24912,R554247,0
Q11048,R975748,0
Q29602,R004628,1
Q24586,R900110,1
Q26977,R001986,1
Q29032,R004054,1
Q03115,R382845,1
Q14830,R908920,0
Q29971,R004998,1
Q04372,R526412,0
Q20078,R263486,0
Q29334,R004358,1
Q12502,R185479,0
Q02409,R478800,0
Q21689,R040160,0
Q26540,R001548,1
Q20732,R472119,0
Q25573,R000577,1
Q29463,R004487,1
Q17593,R801404,1
Q05497,R400021,0
Q04890,R182570,1
Q06308,R848751,0
Q29467,R004492,1
Q25345,R000348,1
Q30111,R005139,1
Q13492,R332031,0
Q09609,R307361,1
Q09355,R619367,0
Q13181,R696450,0
Q17562,R145017,1
Q20440,R422235,1
Q16102,R878752,0
Q02047,R227072,0
Q11398,R570928,1
Q08332,R384265,1
Q25739,R000743,1
Q10466,R944927,0
Q10992,R715424,0
Q28303,R003321,1
Q05935,R658151,0
Q11655,R782607,0
Q01343,R830491,0
Q20454,R584441,0
Q07053,R834294,1
Q30647,R005677,1
Q14303,R666531,0
Q27310,R002322,1
Q00330,R494775,0
Q16605,R849707,1
Q13998,R917828,1
Q23333,R073436,0
Q10630,R168635,0
Q26347,R001354,1
Q20456,R996382,0
Q25886,R000892,1
Q13156,R054706,0
Q01759,R176668,1
Q19435,R917089,0
Q26384,R001392,1
Q21950,R076140,0
Q14533,R436835,0
Q04384,R072448,0
Q26120,R001127,1
Q28485,R003504,1
Q05283,R717998,0
Q16573,R860311,0
Q07683,R115920,1
Q22888,R819264,0
Q07704,R088667,0
Q19372,R769117,1
Q00371,R786828,0
Q02832,R944426,0
Q04398,R791537,0
Q13343,R909898,0
Q20564,R272050,0
Q13991,R321387,0
Q14983,R298264,0
Q28286,R003304,1
Q26163,R001170,1
Q10983,R604372,0
Q18852,R795986,0
Q02943,R641892,0
Q00132,R373732,1
Q17493,R817952,1
Q26406,R001414,1
Q01678,R206650,0
Q25723,R000727,1
Q10730,R818347,0
Q30381,R005410,1
Q16610,R448580,0
Q26186,R001193,1
Q11620,R080311,1
Q05896,R823634,0
Q19339,R467957,0
Q13723,R608936,0
Q15307,R398936,0
Q20227,R266446,1
Q27406,R002418,1
